name,side,definition,n_train,wr_train,roi_train,n_oos,wr_oos,avg_cote_oos,roi_oos
"H2 A segdelta>=0.12 cote[2.5,3.5)",A,"bet AWAY: odds_away in [2.5,3.5) AND train (away_WR_segment - away_WR_global)(team_b) >= 0.12 (n_seg>=8)",24,0.4583333333333333,0.31749999999999995,6,0.5,2.9683333333333337,0.5316666666666667
"H3 H even cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND round even",343,0.42565597667638483,-0.06758017492711371,150,0.44666666666666666,2.226066666666667,-0.0045999999999999965
"H3 H odd cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND round odd",354,0.4152542372881356,-0.08161016949152543,149,0.4161073825503356,2.2167785234899324,-0.08375838926174498
"H3 H segpos=start cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND position-in-segment=start",270,0.42592592592592593,-0.06488888888888888,130,0.4076923076923077,2.2021538461538466,-0.1106923076923077
"H3 H segpos=mid cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND position-in-segment=mid",182,0.4065934065934066,-0.10379120879120879,68,0.39705882352941174,2.248088235294118,-0.11235294117647057
"H3 H segpos=end cote[2.0,2.5)",H,"bet H: odds_home in [2.0,2.5) AND position-in-segment=end",245,0.42448979591836733,-0.06391836734693876,101,0.48514851485148514,2.2283168316831685,0.08772277227722776
"H3 H even cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND round even",176,0.38636363636363635,0.027670454545454536,66,0.36363636363636365,2.663939393939394,-0.039848484848484855
"H3 H odd cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND round odd",173,0.34104046242774566,-0.08855491329479771,59,0.423728813559322,2.685593220338984,0.13220338983050847
"H3 H segpos=start cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND position-in-segment=start",139,0.35251798561151076,-0.061582733812949646,53,0.41509433962264153,2.669811320754717,0.10207547169811318
"H3 H segpos=mid cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND position-in-segment=mid",91,0.37362637362637363,-0.0021978021978022143,37,0.40540540540540543,2.657837837837838,0.08675675675675676
"H3 H segpos=end cote[2.5,3.0)",H,"bet H: odds_home in [2.5,3.0) AND position-in-segment=end",119,0.3697478991596639,-0.014201680672268933,35,0.34285714285714286,2.698,-0.0985714285714286
"H3 H even cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND round even",145,0.2827586206896552,-0.010482758620689646,66,0.30303030303030304,3.5430303030303025,0.06878787878787883
"H3 H odd cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND round odd",127,0.2677165354330709,-0.06929133858267716,73,0.2328767123287671,3.4724657534246575,-0.20232876712328768
"H3 H segpos=start cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND position-in-segment=start",113,0.2831858407079646,-0.018672566371681434,49,0.2653061224489796,3.4963265306122446,-0.08897959183673472
"H3 H segpos=mid cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND position-in-segment=mid",66,0.2878787878787879,-0.014090909090909107,39,0.1794871794871795,3.5507692307692307,-0.3384615384615385
"H3 H segpos=end cote[3.0,4.0)",H,"bet H: odds_home in [3.0,4.0) AND position-in-segment=end",93,0.25806451612903225,-0.07827956989247314,51,0.3333333333333333,3.4809803921568627,0.14372549019607841
"H3 H even cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND round even",169,0.21301775147928995,0.0749112426035503,53,0.22641509433962265,4.83,0.05849056603773582
"H3 H odd cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND round odd",163,0.2085889570552147,-0.011840490797545983,70,0.24285714285714285,4.942142857142857,0.16071428571428573
"H3 H segpos=start cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND position-in-segment=start",117,0.23076923076923078,0.11965811965811969,55,0.21818181818181817,4.947636363636363,0.07672727272727273
"H3 H segpos=mid cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND position-in-segment=mid",90,0.2111111111111111,0.06588888888888887,32,0.1875,4.90625,-0.1546875
"H3 H segpos=end cote[4.0,6.0)",H,"bet H: odds_home in [4.0,6.0) AND position-in-segment=end",125,0.192,-0.07360000000000003,36,0.3055555555555556,4.8005555555555555,0.41888888888888887
"H3 A even cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND round even",177,0.4293785310734463,-0.037457627118644074,66,0.4393939393939394,2.225454545454546,-0.005454545454545432
"H3 A odd cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND round odd",145,0.3931034482758621,-0.11379310344827587,59,0.288135593220339,2.2455932203389826,-0.34949152542372874
"H3 A segpos=start cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND position-in-segment=start",133,0.39097744360902253,-0.1311278195488722,44,0.3181818181818182,2.2675,-0.2731818181818182
"H3 A segpos=mid cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND position-in-segment=mid",77,0.36363636363636365,-0.18428571428571425,34,0.47058823529411764,2.2311764705882347,0.048823529411764724
"H3 A segpos=end cote[2.0,2.5)",A,"bet A: odds_away in [2.0,2.5) AND position-in-segment=end",112,0.4732142857142857,0.07589285714285716,47,0.3404255319148936,2.2072340425531913,-0.22595744680851065
"H3 A even cote[2.5,3.0)",A,"bet A: odds_away in [2.5,3.0) AND round even",237,0.33755274261603374,-0.06658227848101267,97,0.30927835051546393,2.754742268041237,-0.15082474226804124
"H3 A odd cote[2.5,3.0)",A,"bet A: odds_away in [2.5,3.0) AND round odd",260,0.3384615384615385,-0.08057692307692307,104,0.41346153846153844,2.7798076923076924,0.14653846153846156
"H3 A segpos=start cote[2.5,3.0)",A,"bet A: odds_away in [2.5,3.0) AND position-in-segment=start",199,0.2914572864321608,-0.20035175879396983,83,0.3253012048192771,2.7471084337349403,-0.1089156626506024
"H3 A segpos=mid cote[2.5,3.0)",A,"bet A: odds_away in [2.5,3.0) AND position-in-segment=mid",134,0.35074626865671643,-0.0426865671641791,57,0.45614035087719296,2.7887719298245615,0.2617543859649123
"H3 A segpos=end cote[2.5,3.0)",A,"bet A: odds_away in [2.5,3.0) AND position-in-segment=end",164,0.38414634146341464,0.05402439024390241,61,0.32786885245901637,2.7760655737704925,-0.08639344262295079
"H3 A even cote[3.0,4.0)",A,"bet A: odds_away in [3.0,4.0) AND round even",377,0.27055702917771884,-0.06673740053050398,177,0.24293785310734464,3.4875706214689264,-0.1756497175141243
"H3 A odd cote[3.0,4.0)",A,"bet A: odds_away in [3.0,4.0) AND round odd",381,0.29133858267716534,0.013070866141732265,155,0.3096774193548387,3.494903225806451,0.0630967741935484
"H3 A segpos=start cote[3.0,4.0)",A,"bet A: odds_away in [3.0,4.0) AND position-in-segment=start",289,0.28027681660899656,-0.026297577854671298,142,0.28169014084507044,3.484788732394366,-0.039507042253521155
"H3 A segpos=mid cote[3.0,4.0)",A,"bet A: odds_away in [3.0,4.0) AND position-in-segment=mid",211,0.3080568720379147,0.06654028436018956,74,0.28378378378378377,3.498378378378378,-0.04905405405405404
"H3 A segpos=end cote[3.0,4.0)",A,"bet A: odds_away in [3.0,4.0) AND position-in-segment=end",258,0.2596899224806202,-0.1031782945736434,116,0.25862068965517243,3.4938793103448273,-0.10405172413793104
"H3 A even cote[4.0,6.0)",A,"bet A: odds_away in [4.0,6.0) AND round even",419,0.19331742243436753,-0.06400954653937947,201,0.17412935323383086,4.8770149253731345,-0.17527363184079603
"H3 A odd cote[4.0,6.0)",A,"bet A: odds_away in [4.0,6.0) AND round odd",440,0.17954545454545454,-0.15754545454545452,188,0.22340425531914893,4.84686170212766,0.07558510638297873
"H3 A segpos=start cote[4.0,6.0)",A,"bet A: odds_away in [4.0,6.0) AND position-in-segment=start",354,0.192090395480226,-0.11073446327683617,162,0.20987654320987653,4.888271604938271,0.010987654320987661
"H3 A segpos=mid cote[4.0,6.0)",A,"bet A: odds_away in [4.0,6.0) AND position-in-segment=mid",218,0.21100917431192662,0.003761467889908246,112,0.19642857142857142,4.839553571428572,-0.09125000000000003
"H3 A segpos=end cote[4.0,6.0)",A,"bet A: odds_away in [4.0,6.0) AND position-in-segment=end",287,0.1602787456445993,-0.2012543554006969,115,0.1826086956521739,4.848347826086956,-0.10939130434782607
H4 pairs H wr>=0.7 n>=6 (k=72),H,"bet H: ordered pair (team_a,team_b) had train H-WR>=0.7 with n>=6",780,0.8025641025641026,0.1499102564102564,316,0.6772151898734177,1.4308227848101265,-0.06050632911392406
H4 pairs H wr>=0.7 n>=6 cote>=2.0,H,"bet H: golden pair (train WR>=0.7, n>=6) AND odds_home >= 2.0",26,0.8076923076923077,0.7807692307692307,9,0.3333333333333333,2.205555555555555,-0.2988888888888889
H4 pairs H wr>=0.7 n>=8 (k=68),H,"bet H: ordered pair (team_a,team_b) had train H-WR>=0.7 with n>=8",754,0.8010610079575596,0.14135278514588856,299,0.6889632107023411,1.4223745819397993,-0.04919732441471573
H4 pairs H wr>=0.7 n>=8 cote>=2.0,H,"bet H: golden pair (train WR>=0.7, n>=8) AND odds_home >= 2.0",20,0.75,0.6915,6,0.16666666666666666,2.288333333333333,-0.62
H4 pairs H wr>=0.6 n>=6 (k=128),H,"bet H: ordered pair (team_a,team_b) had train H-WR>=0.6 with n>=6",1382,0.7329956584659914,0.10639652677279304,587,0.6354344122657581,1.5317887563884156,-0.06625212947189098
H4 pairs H wr>=0.6 n>=6 cote>=2.0,H,"bet H: golden pair (train WR>=0.6, n>=6) AND odds_home >= 2.0",91,0.6813186813186813,0.4816483516483516,42,0.35714285714285715,2.156904761904762,-0.24738095238095242
H4 pairs H wr>=0.75 n>=6 (k=54),H,"bet H: ordered pair (team_a,team_b) had train H-WR>=0.75 with n>=6",584,0.8304794520547946,0.18174657534246572,239,0.6903765690376569,1.420418410041841,-0.05000000000000002
H4 pairs H wr>=0.75 n>=6 cote>=2.0,H,"bet H: golden pair (train WR>=0.75, n>=6) AND odds_home >= 2.0",26,0.8076923076923077,0.7807692307692307,9,0.3333333333333333,2.205555555555555,-0.2988888888888889
H4 pairs A wr>=0.7 n>=6 (k=22),A,"bet A: ordered pair (team_a,team_b) had train A-WR>=0.7 with n>=6",236,0.788135593220339,0.22025423728813556,103,0.6893203883495146,1.5666990291262137,0.002330097087378645
H4 pairs A wr>=0.7 n>=6 cote>=2.0,A,"bet A: golden pair (train WR>=0.7, n>=6) AND odds_away >= 2.0",32,0.75,0.7659374999999999,14,0.35714285714285715,2.392857142857143,-0.15357142857142853
H4 pairs A wr>=0.7 n>=8 (k=21),A,"bet A: ordered pair (team_a,team_b) had train A-WR>=0.7 with n>=8",229,0.7860262008733624,0.21126637554585154,100,0.69,1.5605000000000002,-0.0030000000000000183
H4 pairs A wr>=0.7 n>=8 cote>=2.0,A,"bet A: golden pair (train WR>=0.7, n>=8) AND odds_away >= 2.0",32,0.75,0.7659374999999999,14,0.35714285714285715,2.392857142857143,-0.15357142857142853
H4 pairs A wr>=0.6 n>=6 (k=43),A,"bet A: ordered pair (team_a,team_b) had train A-WR>=0.6 with n>=6",462,0.7186147186147186,0.17707792207792208,196,0.6428571428571429,1.6678061224489797,-0.004795918367346935
H4 pairs A wr>=0.6 n>=6 cote>=2.0,A,"bet A: golden pair (train WR>=0.6, n>=6) AND odds_away >= 2.0",77,0.6753246753246753,0.6446753246753247,31,0.3225806451612903,2.473870967741935,-0.19516129032258064
H4 pairs A wr>=0.75 n>=6 (k=16),A,"bet A: ordered pair (team_a,team_b) had train A-WR>=0.75 with n>=6",175,0.8171428571428572,0.2002285714285714,76,0.7368421052631579,1.4663157894736845,0.031315789473684186
H4 pairs A wr>=0.75 n>=6 cote>=2.0,A,"bet A: golden pair (train WR>=0.75, n>=6) AND odds_away >= 2.0",12,0.8333333333333334,0.8283333333333333,5,0.6,2.2359999999999998,0.30600000000000005
"H5 H rebond cote[1.0,1.8) prevhome=L",H,"bet HOME: odds_home in [1.0,1.8) AND team_a LOST its previous home match",348,0.5977011494252874,-0.11189655172413793,159,0.660377358490566,1.529874213836478,0.003962264150943412
"H5 A fade cote_home[1.0,1.8) prevhome=L",A,"bet AWAY: odds_home in [1.0,1.8) AND team_a LOST its previous home match",348,0.1752873563218391,-0.02385057471264368,159,0.12578616352201258,6.200691823899372,-0.28465408805031445
"H5 H confirm cote[1.0,1.8) prevhome=W",H,"bet HOME: odds_home in [1.0,1.8) AND team_a WON its previous home match",988,0.6791497975708503,-0.030506072874493938,427,0.6768149882903981,1.4372365339578455,-0.04611241217798595
"H5 H rebond cote[1.8,2.5) prevhome=L",H,"bet HOME: odds_home in [1.8,2.5) AND team_a LOST its previous home match",312,0.42948717948717946,-0.12035256410256409,146,0.4794520547945205,2.1223287671232876,0.01157534246575342
"H5 A fade cote_home[1.8,2.5) prevhome=L",A,"bet AWAY: odds_home in [1.8,2.5) AND team_a LOST its previous home match",312,0.27884615384615385,-0.07961538461538463,146,0.3082191780821918,3.2995205479452054,-0.0339041095890411
"H5 H confirm cote[1.8,2.5) prevhome=W",H,"bet HOME: odds_home in [1.8,2.5) AND team_a WON its previous home match",538,0.48698884758364314,0.005762081784386615,234,0.4017094017094017,2.0735897435897437,-0.17508547008547007
"H5 H rebond cote[2.0,3.0) prevhome=L",H,"bet HOME: odds_home in [2.0,3.0) AND team_a LOST its previous home match",322,0.37888198757763975,-0.09583850931677021,133,0.45112781954887216,2.3377443609022563,0.04541353383458645
"H5 A fade cote_home[2.0,3.0) prevhome=L",A,"bet AWAY: odds_home in [2.0,3.0) AND team_a LOST its previous home match",322,0.35403726708074534,0.006583850931677016,133,0.3157894736842105,2.9428571428571426,-0.0769172932330827
"H5 H confirm cote[2.0,3.0) prevhome=W",H,"bet HOME: odds_home in [2.0,3.0) AND team_a WON its previous home match",463,0.42116630669546434,-0.029632829373650117,190,0.38421052631578945,2.352684210526316,-0.10394736842105266
"H5 H rebond cote[2.5,4.0) prevhome=L",H,"bet HOME: odds_home in [2.5,4.0) AND team_a LOST its previous home match",241,0.33195020746887965,-0.005435684647302914,87,0.3563218390804598,3.202988505747127,0.11999999999999997
"H5 A fade cote_home[2.5,4.0) prevhome=L",A,"bet AWAY: odds_home in [2.5,4.0) AND team_a LOST its previous home match",241,0.4149377593360996,-0.05809128630705396,87,0.3333333333333333,2.198620689655172,-0.27770114942528734
"H5 H confirm cote[2.5,4.0) prevhome=W",H,"bet HOME: odds_home in [2.5,4.0) AND team_a WON its previous home match",227,0.31277533039647576,-0.07110132158590309,114,0.3157894736842105,3.089473684210527,-0.06429824561403509
"H5 H rebond cote[2.0,6.0) prevhome=L",H,"bet HOME: odds_home in [2.0,6.0) AND team_a LOST its previous home match",582,0.3178694158075601,-0.04025773195876289,242,0.371900826446281,3.2073966942148764,0.07826446280991735
"H5 A fade cote_home[2.0,6.0) prevhome=L",A,"bet AWAY: odds_home in [2.0,6.0) AND team_a LOST its previous home match",582,0.4209621993127148,-0.0352405498281787,242,0.3925619834710744,2.447314049586777,-0.09752066115702479
"H5 H confirm cote[2.0,6.0) prevhome=W",H,"bet HOME: odds_home in [2.0,6.0) AND team_a WON its previous home match",662,0.36706948640483383,-0.028429003021148036,295,0.33220338983050846,2.972135593220339,-0.0837966101694915
"H6 H hot(7-9) cote[2.0,3.0)",H,"bet H: odds_home in [2.0,3.0) AND pts last 3 matches of bet team in [7,10)",148,0.3918918918918919,-0.10027027027027029,49,0.40816326530612246,2.3310204081632655,-0.07020408163265308
"H6 H cold(0-2) cote[2.0,3.0)",H,"bet H: odds_home in [2.0,3.0) AND pts last 3 matches of bet team in [0,3)",289,0.3633217993079585,-0.13474048442906575,114,0.4473684210526316,2.4089473684210527,0.0719298245614035
"H6 H mid(4-6) cote[2.0,3.0)",H,"bet H: odds_home in [2.0,3.0) AND pts last 3 matches of bet team in [4,7)",380,0.4342105263157895,0.01328947368421052,173,0.4161849710982659,2.3357803468208096,-0.03757225433526014
"H6 H hot(7-9) cote[3.0,6.0)",H,"bet H: odds_home in [3.0,6.0) AND pts last 3 matches of bet team in [7,10)",59,0.2542372881355932,0.021864406779660988,26,0.19230769230769232,3.9515384615384614,-0.29192307692307695
"H6 H cold(0-2) cote[3.0,6.0)",H,"bet H: odds_home in [3.0,6.0) AND pts last 3 matches of bet team in [0,3)",230,0.2391304347826087,-0.01399999999999998,98,0.25510204081632654,4.195204081632653,0.04214285714285712
"H6 H mid(4-6) cote[3.0,6.0)",H,"bet H: odds_home in [3.0,6.0) AND pts last 3 matches of bet team in [4,7)",191,0.24607329842931938,0.027225130890052338,81,0.2222222222222222,4.187407407407408,-0.12061728395061729
"H6 H hot(7-9) cote[2.0,6.0)",H,"bet H: odds_home in [2.0,6.0) AND pts last 3 matches of bet team in [7,10)",207,0.3526570048309179,-0.06545893719806765,75,0.3333333333333333,2.8928000000000003,-0.14706666666666668
"H6 H cold(0-2) cote[2.0,6.0)",H,"bet H: odds_home in [2.0,6.0) AND pts last 3 matches of bet team in [0,3)",519,0.30828516377649323,-0.08123314065510598,212,0.3584905660377358,3.234669811320755,0.05816037735849058
"H6 H mid(4-6) cote[2.0,6.0)",H,"bet H: odds_home in [2.0,6.0) AND pts last 3 matches of bet team in [4,7)",571,0.3712784588441331,0.017950963222416818,254,0.3543307086614173,2.926259842519685,-0.06405511811023622
"H6 A hot(7-9) cote[2.0,3.0)",A,"bet A: odds_away in [2.0,3.0) AND pts last 3 matches of bet team in [7,10)",196,0.34183673469387754,-0.1663265306122449,96,0.375,2.508125,-0.042083333333333285
"H6 A cold(0-2) cote[2.0,3.0)",A,"bet A: odds_away in [2.0,3.0) AND pts last 3 matches of bet team in [0,3)",141,0.3900709219858156,0.006737588652482258,47,0.44680851063829785,2.5999999999999996,0.13914893617021276
"H6 A mid(4-6) cote[2.0,3.0)",A,"bet A: odds_away in [2.0,3.0) AND pts last 3 matches of bet team in [4,7)",371,0.3450134770889488,-0.12789757412398922,129,0.3178294573643411,2.574108527131783,-0.18023255813953487
"H6 A hot(7-9) cote[3.0,6.0)",A,"bet A: odds_away in [3.0,6.0) AND pts last 3 matches of bet team in [7,10)",240,0.22916666666666666,-0.09733333333333334,101,0.2376237623762376,4.21029702970297,-0.04366336633663368
"H6 A cold(0-2) cote[3.0,6.0)",A,"bet A: odds_away in [3.0,6.0) AND pts last 3 matches of bet team in [0,3)",472,0.21398305084745764,-0.09048728813559324,178,0.20786516853932585,4.2561797752808985,-0.15191011235955057
"H6 A mid(4-6) cote[3.0,6.0)",A,"bet A: odds_away in [3.0,6.0) AND pts last 3 matches of bet team in [4,7)",633,0.2559241706161137,0.006524486571879919,273,0.24175824175824176,4.2403663003663,-0.05117216117216118
"H6 A hot(7-9) cote[2.0,6.0)",A,"bet A: odds_away in [2.0,6.0) AND pts last 3 matches of bet team in [7,10)",436,0.2798165137614679,-0.128348623853211,197,0.30456852791878175,3.3808121827411166,-0.04289340101522842
"H6 A cold(0-2) cote[2.0,6.0)",A,"bet A: odds_away in [2.0,6.0) AND pts last 3 matches of bet team in [0,3)",613,0.2544861337683524,-0.06812398042414357,225,0.2577777777777778,3.910222222222222,-0.09111111111111113
"H6 A mid(4-6) cote[2.0,6.0)",A,"bet A: odds_away in [2.0,6.0) AND pts last 3 matches of bet team in [4,7)",1004,0.28884462151394424,-0.04314741035856573,402,0.26616915422885573,3.705671641791045,-0.09258706467661693
