id,event_id,captured_at,status,odds_home,odds_draw,odds_away,extra_markets,content_hash,scrape_run_id
1,1,2026-05-28 21:16:11.898137,upcoming,1.44,4.88,6.3,"{'Mi-tps 1X2': {'1': 1.99, 'X': 2.38, '2': 6.34}, 'Double Chance': {'1X': 1.09, 'X2': 2.7, '12': 1.15}, 'Mi-tps DC': {'1X': 1.08, 'X2': 1.73, '12': 1.51}, 'Score exact': {'0-0': 23.12, '0-1': 27.98, '0-2': 49.97, '0-3': 100.0, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 13.64, '1-1': 10.11, '1-2': 18.24, '1-3': 53.65, '1-4': 100.0, '1-5': 100.0, '2-0': 10.23, '2-1': 7.88, '2-2': 15.19, '2-3': 49.87, '2-4': 100.0, '3-0': 10.27, '3-1': 9.81, '3-2': 20.59, '3-3': 100.0, '4-0': 17.1, '4-1': 16.55, '4-2': 62.43, '5-0': 34.43, '5-1': 56.88, '6-0': 100.0}, 'Mi-tps CS': {'0-0': 3.63, '0-1': 10.16, '0-2': 33.93, '0-3': 100.0, '1-0': 4.7, '1-1': 5.83, '1-2': 29.23, '2-0': 6.31, '2-1': 11.75, '3-0': 12.7}, '+/-': {'> 3.5': 2.28, '< 3.5': 1.61}, 'HT/FT': {'1/1': 2.13, '1/X': 25.36, '1/2': 80.52, 'X/1': 4.37, 'X/X': 7.23, 'X/2': 14.74, '2/1': 26.55, '2/X': 25.92, '2/2': 11.44}, 'Total de buts': {'0': 23.12, '1': 9.17, '2': 4.61, '3': 3.48, '4': 4.05, '5': 6.14, '6': 18.62}, 'G/NG': {'Oui': 1.64, 'Non': 2.23}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 3.73, 'Non': 1.26}, '1X2 & Total': {'1 / > 3.5': 2.99, 'X / > 3.5': 13.72, '2 / > 3.5': 20.82, '1 / < 3.5': 2.57, 'X / < 3.5': 7.16, '2 / < 3.5': 8.57}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 2.69, '1 gagne et seulement  1  marque': 2.74, 'X et les deux équipes marquent': 5.78, 'X et aucun but': 23.12, '2 gagne et les deux équipes marquent': 9.88, '2 gagne et seulement 2 marque': 15.05}, 'Total equipe domicile': {'> 3.5': 5.56, '< 3.5': 1.14}, 'Total equipe extérieur': {'> 3.5': 100.0, '< 3.5': 0.95}, 'G/NG equipe domicile': {'Oui': 1.05, 'Non': 9.63}, 'G/NG equipe extérieur': {'Oui': 1.48, 'Non': 2.59}, 'Pair/Impair': {'Impair': 1.85, 'Pair': 1.85}, 'Minute du premier but': {'1-15': 3.91, '16-30': 2.71, '31-45': 4.98, '46-60': 7.82, '61-75': 14.79, '76-90': 18.12, 'Pas de but': 23.12}, 'FTTS': {'1': 1.46, '2': 2.54, 'Pas de but': 23.12}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 2.76, 'Le total de buts est de 1, 2 ou 3': 1.66, 'Le total de buts est de 2, 3 ou 4': 1.36, 'Le total de buts est supérieur à 4': 4.7}, '2ème mi-tps - CS': {'0-0': 5.39, '0-1': 11.5, '0-2': 28.66, '0-3': 100.0, '1-0': 5.85, '1-1': 5.55, '1-2': 20.74, '2-0': 5.55, '2-1': 7.89, '3-0': 7.89}}",31dfd2da36edad4ed31a4808cfa6071fa24a3f9581ccc14c7b7870a8ad976c14,1
2,2,2026-05-28 21:16:11.902867,upcoming,1.41,4.74,7.03,"{'Mi-tps 1X2': {'1': 1.98, 'X': 2.3, '2': 7.07}, 'Double Chance': {'1X': 1.07, 'X2': 2.78, '12': 1.16}, 'Mi-tps DC': {'1X': 1.07, 'X2': 1.74, '12': 1.55}, 'Score exact': {'0-0': 18.14, '0-1': 25.5, '0-2': 53.35, '0-3': 100.0, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 11.07, '1-1': 9.54, '1-2': 20.1, '1-3': 69.07, '1-4': 100.0, '1-5': 100.0, '2-0': 8.84, '2-1': 7.87, '2-2': 17.54, '2-3': 67.3, '2-4': 100.0, '3-0': 9.5, '3-1': 10.38, '3-2': 25.28, '3-3': 100.0, '4-0': 16.72, '4-1': 18.7, '4-2': 81.97, '5-0': 36.05, '5-1': 68.88, '6-0': 100.0}, 'Mi-tps CS': {'0-0': 3.29, '0-1': 10.57, '0-2': 40.87, '0-3': 100.0, '1-0': 4.41, '1-1': 6.3, '1-2': 36.51, '2-0': 6.25, '2-1': 13.37, '3-0': 13.26}, '+/-': {'> 3.5': 2.58, '< 3.5': 1.49}, 'HT/FT': {'1/1': 2.1, '1/X': 27.7, '1/2': 100.0, 'X/1': 4.23, 'X/X': 6.61, 'X/2': 15.97, '2/1': 29.73, '2/X': 28.25, '2/2': 12.87}, 'Total de buts': {'0': 18.14, '1': 7.72, '2': 4.22, '3': 3.46, '4': 4.37, '5': 7.2, '6': 23.74}, 'G/NG': {'Oui': 1.78, 'Non': 2.01}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 4.16, 'Non': 1.22}, '1X2 & Total': {'1 / > 3.5': 3.27, 'X / > 3.5': 16.19, '2 / > 3.5': 28.3, '1 / < 3.5': 2.34, 'X / < 3.5': 6.36, '2 / < 3.5': 8.91}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 2.91, '1 gagne et seulement  1  marque': 2.48, 'X et les deux équipes marquent': 5.96, 'X et aucun but': 18.14, '2 gagne et les deux équipes marquent': 11.9, '2 gagne et seulement 2 marque': 15.11}, 'Total equipe domicile': {'> 3.5': 6.03, '< 3.5': 1.12}, 'Total equipe extérieur': {'> 3.5': 100.0, '< 3.5': 0.95}, 'G/NG equipe domicile': {'Oui': 1.06, 'Non': 8.71}, 'G/NG equipe extérieur': {'Oui': 1.6, 'Non': 2.3}, 'Pair/Impair': {'Impair': 1.86, 'Pair': 1.84}, 'Minute du premier but': {'1-15': 4.11, '16-30': 2.8, '31-45': 4.98, '46-60': 7.58, '61-75': 13.9, '76-90': 16.64, 'Pas de but': 18.14}, 'FTTS': {'1': 1.44, '2': 2.7, 'Pas de but': 18.14}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 2.42, 'Le total de buts est de 1, 2 ou 3': 1.55, 'Le total de buts est de 2, 3 ou 4': 1.35, 'Le total de buts est supérieur à 4': 5.63}, '2ème mi-tps - CS': {'0-0': 4.66, '0-1': 11.67, '0-2': 34.57, '0-3': 100.0, '1-0': 5.23, '1-1': 5.81, '1-2': 25.83, '2-0': 5.44, '2-1': 9.06, '3-0': 8.48}}",1105092e26a12a4fd742d25ae70c9f7b4f8ff6cd05012b83309ea04ac691d0c7,1
3,3,2026-05-28 21:16:11.907866,upcoming,1.33,5.49,8.09,"{'Mi-tps 1X2': {'1': 1.77, 'X': 2.57, '2': 7.89}, 'Double Chance': {'1X': 1.05, 'X2': 3.21, '12': 1.12}, 'Mi-tps DC': {'1X': 1.05, 'X2': 1.94, '12': 1.45}, 'Score exact': {'0-0': 24.53, '0-1': 32.91, '0-2': 65.41, '0-3': 100.0, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 13.8, '1-1': 11.36, '1-2': 22.78, '1-3': 74.53, '1-4': 100.0, '1-5': 100.0, '2-0': 9.59, '2-1': 8.23, '2-2': 17.7, '2-3': 64.67, '2-4': 100.0, '3-0': 8.91, '3-1': 9.45, '3-2': 22.03, '3-3': 100.0, '4-0': 13.6, '4-1': 14.51, '4-2': 60.61, '5-0': 24.55, '5-1': 44.79, '6-0': 75.79}, 'Mi-tps CS': {'0-0': 3.87, '0-1': 12.19, '0-2': 46.17, '0-3': 100.0, '1-0': 4.59, '1-1': 6.42, '1-2': 36.45, '2-0': 5.35, '2-1': 11.22, '3-0': 9.34}, '+/-': {'> 3.5': 2.18, '< 3.5': 1.67}, 'HT/FT': {'1/1': 1.86, '1/X': 27.39, '1/2': 95.58, 'X/1': 4.46, 'X/X': 8.06, 'X/2': 18.26, '2/1': 29.21, '2/X': 31.47, '2/2': 15.29}, 'Total de buts': {'0': 24.53, '1': 9.72, '2': 4.82, '3': 3.53, '4': 3.99, '5': 5.76, '6': 16.32}, 'G/NG': {'Oui': 1.73, 'Non': 2.07}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 3.98, 'Non': 1.24}, '1X2 & Total': {'1 / > 3.5': 2.63, 'X / > 3.5': 16.01, '2 / > 3.5': 28.72, '1 / < 3.5': 2.48, 'X / < 3.5': 7.9, '2 / < 3.5': 10.7}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 2.63, '1 gagne et seulement  1  marque': 2.4, 'X et les deux équipes marquent': 6.6, 'X et aucun but': 24.53, '2 gagne et les deux équipes marquent': 12.85, '2 gagne et seulement 2 marque': 18.94}, 'Total equipe domicile': {'> 3.5': 4.49, '< 3.5': 1.19}, 'Total equipe extérieur': {'> 3.5': 100.0, '< 3.5': 0.95}, 'G/NG equipe domicile': {'Oui': 1.03, 'Non': 11.29}, 'G/NG equipe extérieur': {'Oui': 1.59, 'Non': 2.31}, 'Pair/Impair': {'Impair': 1.85, 'Pair': 1.85}, 'Minute du premier but': {'1-15': 3.9, '16-30': 2.69, '31-45': 4.95, '46-60': 7.91, '61-75': 14.79, '76-90': 17.97, 'Pas de but': 24.53}, 'FTTS': {'1': 1.38, '2': 2.8, 'Pas de but': 24.53}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 2.9, 'Le total de buts est de 1, 2 ou 3': 1.71, 'Le total de buts est de 2, 3 ou 4': 1.37, 'Le total de buts est supérieur à 4': 4.33}, '2ème mi-tps - CS': {'0-0': 5.36, '0-1': 12.54, '0-2': 34.54, '0-3': 100.0, '1-0': 5.74, '1-1': 5.97, '1-2': 24.67, '2-0': 5.13, '2-1': 8.0, '3-0': 6.87}}",220a9b13c48d43630cfbe4b6b67042babff307e4883b7500187358f4bcdeebf2,1
4,4,2026-05-28 21:16:11.912113,upcoming,1.35,5.61,7.0,"{'Mi-tps 1X2': {'1': 1.83, 'X': 2.64, '2': 6.48}, 'Double Chance': {'1X': 1.07, 'X2': 3.06, '12': 1.11}, 'Mi-tps DC': {'1X': 1.08, 'X2': 1.87, '12': 1.43}, 'Score exact': {'0-0': 31.99, '0-1': 36.04, '0-2': 59.73, '0-3': 100.0, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 17.82, '1-1': 12.33, '1-2': 20.61, '1-3': 55.8, '1-4': 100.0, '1-5': 100.0, '2-0': 11.55, '2-1': 8.43, '2-2': 15.29, '2-3': 46.34, '2-4': 100.0, '3-0': 9.91, '3-1': 9.08, '3-2': 17.76, '3-3': 94.35, '4-0': 14.38, '4-1': 12.94, '4-2': 45.24, '5-0': 24.06, '5-1': 36.94, '6-0': 68.7}, 'Mi-tps CS': {'0-0': 4.35, '0-1': 11.12, '0-2': 33.71, '0-3': 100.0, '1-0': 5.06, '1-1': 5.74, '1-2': 26.11, '2-0': 5.68, '2-1': 9.68, '3-0': 9.58}, '+/-': {'> 3.5': 1.94, '< 3.5': 1.84}, 'HT/FT': {'1/1': 1.94, '1/X': 26.01, '1/2': 79.21, 'X/1': 4.49, 'X/X': 8.91, 'X/2': 17.06, '2/1': 23.3, '2/X': 26.59, '2/2': 12.56}, 'Total de buts': {'0': 31.99, '1': 11.92, '2': 5.42, '3': 3.63, '4': 3.77, '5': 4.95, '6': 12.79}, 'G/NG': {'Oui': 1.59, 'Non': 2.32}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 3.43, 'Non': 1.3}, '1X2 & Total': {'1 / > 3.5': 2.43, 'X / > 3.5': 13.4, '2 / > 3.5': 20.18, '1 / < 3.5': 2.81, 'X / < 3.5': 9.06, '2 / < 3.5': 10.14}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 2.43, '1 gagne et seulement  1  marque': 2.71, 'X et les deux équipes marquent': 6.37, 'X et aucun but': 31.99, '2 gagne et les deux équipes marquent': 10.37, '2 gagne et seulement 2 marque': 18.39}, 'Total equipe domicile': {'> 3.5': 4.19, '< 3.5': 1.22}, 'Total equipe extérieur': {'> 3.5': 96.38, '< 3.5': 0.95}, 'G/NG equipe domicile': {'Oui': 1.02, 'Non': 12.34}, 'G/NG equipe extérieur': {'Oui': 1.47, 'Non': 2.64}, 'Pair/Impair': {'Impair': 1.85, 'Pair': 1.86}, 'Minute du premier but': {'1-15': 3.68, '16-30': 2.59, '31-45': 4.98, '46-60': 8.44, '61-75': 16.17, '76-90': 20.04, 'Pas de but': 31.99}, 'FTTS': {'1': 1.43, '2': 2.57, 'Pas de but': 31.99}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 3.4, 'Le total de buts est de 1, 2 ou 3': 1.87, 'Le total de buts est de 2, 3 ou 4': 1.4, 'Le total de buts est supérieur à 4': 3.64}, '2ème mi-tps - CS': {'0-0': 6.22, '0-1': 12.55, '0-2': 29.33, '0-3': 100.0, '1-0': 6.66, '1-1': 5.97, '1-2': 20.92, '2-0': 5.19, '2-1': 6.98, '3-0': 6.07}}",8d006f5420e186dfa3c2704dbe9a0c6d2f2427e6572b9d87a5809c15f320dfc5,1
5,5,2026-05-28 21:16:11.915582,upcoming,1.22,6.64,11.19,"{'Mi-tps 1X2': {'1': 1.63, 'X': 2.74, '2': 9.77}, 'Double Chance': {'1X': 1.01, 'X2': 4.09, '12': 1.08}, 'Mi-tps DC': {'1X': 1.02, 'X2': 2.14, '12': 1.4}, 'Score exact': {'0-0': 27.05, '0-1': 40.69, '0-2': 90.97, '0-3': 100.0, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 14.98, '1-1': 13.85, '1-2': 31.24, '1-3': 100.0, '1-4': 100.0, '1-5': 100.0, '2-0': 9.27, '2-1': 9.08, '2-2': 22.51, '2-3': 93.07, '2-4': 100.0, '3-0': 7.56, '3-1': 9.42, '3-2': 25.02, '3-3': 100.0, '4-0': 10.5, '4-1': 12.72, '4-2': 60.41, '5-0': 16.45, '5-1': 33.99, '6-0': 43.94}, 'Mi-tps CS': {'0-0': 4.01, '0-1': 14.41, '0-2': 62.72, '0-3': 100.0, '1-0': 4.51, '1-1': 7.21, '1-2': 47.1, '2-0': 4.75, '2-1': 11.39, '3-0': 7.51}, '+/-': {'> 3.5': 2.02, '< 3.5': 1.77}, 'HT/FT': {'1/1': 1.67, '1/X': 33.2, '1/2': 100.0, 'X/1': 4.28, 'X/X': 9.67, 'X/2': 24.38, '2/1': 28.46, '2/X': 39.16, '2/2': 21.97}, 'Total de buts': {'0': 27.05, '1': 10.95, '2': 5.23, '3': 3.6, '4': 3.92, '5': 5.21, '6': 13.23}, 'G/NG': {'Oui': 1.9, 'Non': 1.88}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 4.38, 'Non': 1.2}, '1X2 & Total': {'1 / > 3.5': 2.27, 'X / > 3.5': 20.39, '2 / > 3.5': 43.79, '1 / < 3.5': 2.44, 'X / < 3.5': 9.33, '2 / < 3.5': 14.31}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 2.63, '1 gagne et seulement  1  marque': 2.06, 'X et les deux équipes marquent': 8.19, 'X et aucun but': 27.05, '2 gagne et les deux équipes marquent': 18.37, '2 gagne et seulement 2 marque': 25.01}, 'Total equipe domicile': {'> 3.5': 3.48, '< 3.5': 1.29}, 'Total equipe extérieur': {'> 3.5': 100.0, '< 3.5': 0.95}, 'G/NG equipe domicile': {'Oui': 1.01, 'Non': 13.73}, 'G/NG equipe extérieur': {'Oui': 1.77, 'Non': 2.02}, 'Pair/Impair': {'Impair': 1.85, 'Pair': 1.86}, 'Minute du premier but': {'1-15': 3.92, '16-30': 2.7, '31-45': 4.92, '46-60': 7.82, '61-75': 14.45, '76-90': 17.4, 'Pas de but': 27.05}, 'FTTS': {'1': 1.31, '2': 3.12, 'Pas de but': 27.05}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 3.19, 'Le total de buts est de 1, 2 ou 3': 1.82, 'Le total de buts est de 2, 3 ou 4': 1.41, 'Le total de buts est supérieur à 4': 3.81}, '2ème mi-tps - CS': {'0-0': 5.72, '0-1': 14.78, '0-2': 45.4, '0-3': 100.0, '1-0': 6.23, '1-1': 7.16, '1-2': 32.98, '2-0': 4.54, '2-1': 7.82, '3-0': 4.96}}",23bb41753f00fc27ea57bc22b73be41cd5c0be6efc6326ed3011be81339812af,1
6,6,2026-05-28 21:16:11.918582,upcoming,3.58,3.55,2.0,"{'Mi-tps 1X2': {'1': 4.6, 'X': 2.0, '2': 2.76}, 'Double Chance': {'1X': 1.75, 'X2': 1.26, '12': 1.26}, 'Mi-tps DC': {'1X': 1.39, 'X2': 1.16, '12': 1.73}, 'Score exact': {'0-0': 12.95, '0-1': 10.37, '0-2': 11.78, '0-3': 18.21, '0-4': 45.25, '0-5': 100.0, '0-6': 100.0, '1-0': 14.34, '1-1': 7.02, '1-2': 8.12, '1-3': 15.22, '1-4': 39.84, '1-5': 100.0, '2-0': 23.26, '2-1': 11.53, '2-2': 13.94, '2-3': 28.87, '2-4': 100.0, '3-0': 51.63, '3-1': 30.99, '3-2': 41.59, '3-3': 100.0, '4-0': 100.0, '4-1': 100.0, '4-2': 100.0, '5-0': 100.0, '5-1': 100.0, '6-0': 100.0}, 'Mi-tps CS': {'0-0': 2.78, '0-1': 5.01, '0-2': 10.27, '0-3': 31.59, '1-0': 7.2, '1-1': 5.75, '1-2': 17.7, '2-0': 22.11, '2-1': 26.51, '3-0': 100.0}, '+/-': {'> 3.5': 3.28, '< 3.5': 1.32}, 'HT/FT': {'1/1': 6.42, '1/X': 22.7, '1/2': 38.72, 'X/1': 8.25, 'X/X': 4.83, 'X/2': 5.23, '2/1': 55.58, '2/X': 21.27, '2/2': 3.22}, 'Total de buts': {'0': 12.95, '1': 6.02, '2': 3.7, '3': 3.52, '4': 5.07, '5': 9.96, '6': 40.74}, 'G/NG': {'Oui': 1.66, 'Non': 2.19}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 4.05, 'Non': 1.23}, '1X2 & Total': {'1 / > 3.5': 13.38, 'X / > 3.5': 13.01, '2 / > 3.5': 6.07, '1 / < 3.5': 4.65, 'X / < 3.5': 4.64, '2 / < 3.5': 2.83}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 6.41, '1 gagne et seulement  1  marque': 7.2, 'X et les deux équipes marquent': 4.53, 'X et aucun but': 12.95, '2 gagne et les deux équipes marquent': 3.84, '2 gagne et seulement 2 marque': 3.75}, 'Total equipe domicile': {'> 3.5': 53.42, '< 3.5': 0.96}, 'Total equipe extérieur': {'> 3.5': 15.67, '< 3.5': 1.0}, 'G/NG equipe domicile': {'Oui': 1.36, 'Non': 3.07}, 'G/NG equipe extérieur': {'Oui': 1.17, 'Non': 4.89}, 'Pair/Impair': {'Impair': 1.88, 'Pair': 1.82}, 'Minute du premier but': {'1-15': 4.36, '16-30': 2.94, '31-45': 5.08, '46-60': 7.26, '61-75': 13.26, '76-90': 15.82, 'Pas de but': 12.95}, 'FTTS': {'1': 2.18, '2': 1.71, 'Pas de but': 12.95}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 1.98, 'Le total de buts est de 1, 2 ou 3': 1.41, 'Le total de buts est de 2, 3 ou 4': 1.35, 'Le total de buts est supérieur à 4': 8.15}, '2ème mi-tps - CS': {'0-0': 3.94, '0-1': 5.68, '0-2': 8.89, '0-3': 20.87, '1-0': 7.63, '1-1': 4.89, '1-2': 11.48, '2-0': 17.03, '2-1': 16.38, '3-0': 57.03}}",d300e2e4a8d3639c3cd496e281bc53511d17fd148889fa50ab0a173462df3aa6,1
7,7,2026-05-28 21:16:11.918582,upcoming,2.4,3.03,3.19,"{'Mi-tps 1X2': {'1': 3.42, 'X': 1.77, '2': 4.5}, 'Double Chance': {'1X': 1.31, 'X2': 1.53, '12': 1.34}, 'Mi-tps DC': {'1X': 1.17, 'X2': 1.27, '12': 1.94}, 'Score exact': {'0-0': 7.78, '0-1': 9.66, '0-2': 17.7, '0-3': 44.43, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 8.12, '1-1': 6.16, '1-2': 11.42, '1-3': 34.75, '1-4': 100.0, '1-5': 100.0, '2-0': 12.38, '2-1': 9.51, '2-2': 18.31, '2-3': 61.83, '2-4': 100.0, '3-0': 25.82, '3-1': 23.97, '3-2': 51.17, '3-3': 100.0, '4-0': 86.21, '4-1': 85.19, '4-2': 100.0, '5-0': 100.0, '5-1': 100.0, '6-0': 100.0}, 'Mi-tps CS': {'0-0': 2.2, '0-1': 6.42, '0-2': 22.46, '0-3': 100.0, '1-0': 5.22, '1-1': 6.78, '1-2': 35.54, '2-0': 14.63, '2-1': 28.46, '3-0': 61.42}, '+/-': {'> 3.5': 5.0, '< 3.5': 1.16}, 'HT/FT': {'1/1': 4.09, '1/X': 23.32, '1/2': 63.41, 'X/1': 5.64, 'X/X': 3.77, 'X/2': 6.98, '2/1': 55.05, '2/X': 24.77, '2/2': 5.81}, 'Total de buts': {'0': 7.78, '1': 4.41, '2': 3.34, '3': 3.94, '4': 7.03, '5': 17.28, '6': 89.37}, 'G/NG': {'Oui': 1.94, 'Non': 1.84}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 5.15, 'Non': 1.16}, '1X2 & Total': {'1 / > 3.5': 11.04, 'X / > 3.5': 17.59, '2 / > 3.5': 16.65, '1 / < 3.5': 2.93, 'X / < 3.5': 3.5, '2 / < 3.5': 3.77}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 5.47, '1 gagne et seulement  1  marque': 3.89, 'X et les deux équipes marquent': 4.54, 'X et aucun but': 7.78, '2 gagne et les deux équipes marquent': 7.04, '2 gagne et seulement 2 marque': 5.29}, 'Total equipe domicile': {'> 3.5': 34.07, '< 3.5': 0.97}, 'Total equipe extérieur': {'> 3.5': 65.21, '< 3.5': 0.96}, 'G/NG equipe domicile': {'Oui': 1.32, 'Non': 3.33}, 'G/NG equipe extérieur': {'Oui': 1.44, 'Non': 2.74}, 'Pair/Impair': {'Impair': 1.93, 'Pair': 1.78}, 'Minute du premier but': {'1-15': 5.13, '16-30': 3.34, '31-45': 5.31, '46-60': 6.79, '61-75': 11.65, '76-90': 13.21, 'Pas de but': 7.78}, 'FTTS': {'1': 1.89, '2': 2.16, 'Pas de but': 7.78}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 1.55, 'Le total de buts est de 1, 2 ou 3': 1.31, 'Le total de buts est de 2, 3 ou 4': 1.46, 'Le total de buts est supérieur à 4': 14.75}, '2ème mi-tps - CS': {'0-0': 2.99, '0-1': 6.47, '0-2': 16.35, '0-3': 61.93, '1-0': 5.57, '1-1': 5.35, '1-2': 20.28, '2-0': 11.89, '2-1': 17.14, '3-0': 38.07}}",44e3246754bd9c3cee1e8d053a2cedc0a21c1f316fa6152e6b08a201697fc2f9,1
8,8,2026-05-28 21:16:11.918582,upcoming,2.32,3.38,3.01,"{'Mi-tps 1X2': {'1': 3.09, 'X': 1.94, '2': 4.15}, 'Double Chance': {'1X': 1.35, 'X2': 1.56, '12': 1.29}, 'Mi-tps DC': {'1X': 1.19, 'X2': 1.32, '12': 1.77}, 'Score exact': {'0-0': 11.71, '0-1': 12.17, '0-2': 18.4, '0-3': 38.03, '0-4': 100.0, '0-5': 100.0, '0-6': 100.0, '1-0': 10.49, '1-1': 6.67, '1-2': 10.23, '1-3': 25.71, '1-4': 91.26, '1-5': 100.0, '2-0': 13.56, '2-1': 8.74, '2-2': 13.99, '2-3': 38.95, '2-4': 100.0, '3-0': 23.93, '3-1': 18.58, '3-2': 32.96, '3-3': 100.0, '4-0': 67.25, '4-1': 55.47, '4-2': 100.0, '5-0': 100.0, '5-1': 100.0, '6-0': 100.0}, 'Mi-tps CS': {'0-0': 2.66, '0-1': 6.55, '0-2': 19.11, '0-3': 83.6, '1-0': 5.29, '1-1': 5.79, '1-2': 25.35, '2-0': 12.18, '2-1': 20.02, '3-0': 42.08}, '+/-': {'> 3.5': 3.54, '< 3.5': 1.29}, 'HT/FT': {'1/1': 3.77, '1/X': 20.28, '1/2': 47.19, 'X/1': 5.93, 'X/X': 4.54, 'X/2': 6.88, '2/1': 46.49, '2/X': 23.06, '2/2': 5.41}, 'Total de buts': {'0': 11.71, '1': 5.63, '2': 3.6, '3': 3.57, '4': 5.35, '5': 11.0, '6': 47.39}, 'G/NG': {'Oui': 1.67, 'Non': 2.16}, 'Les deux équipes marquent / 1ère mi temps': {'Oui': 4.14, 'Non': 1.22}, '1X2 & Total': {'1 / > 3.5': 7.81, 'X / > 3.5': 13.11, '2 / > 3.5': 11.21, '1 / < 3.5': 3.13, 'X / < 3.5': 4.33, '2 / < 3.5': 3.91}, '1X2 & G/NG': {'1 gagne et les deux équipes marquent': 4.44, '1 gagne et seulement  1  marque': 4.34, 'X et les deux équipes marquent': 4.39, 'X et aucun but': 11.71, '2 gagne et les deux équipes marquent': 5.6, '2 gagne et seulement 2 marque': 5.79}, 'Total equipe domicile': {'> 3.5': 22.86, '< 3.5': 0.98}, 'Total equipe extérieur': {'> 3.5': 40.22, '< 3.5': 0.97}, 'G/NG equipe domicile': {'Oui': 1.23, 'Non': 4.09}, 'G/NG equipe extérieur': {'Oui': 1.31, 'Non': 3.35}, 'Pair/Impair': {'Impair': 1.89, 'Pair': 1.81}, 'Minute du premier but': {'1-15': 4.47, '16-30': 3.0, '31-45': 5.11, '46-60': 7.17, '61-75': 12.99, '76-90': 15.39, 'Pas de but': 11.71}, 'FTTS': {'1': 1.82, '2': 2.07, 'Pas de but': 11.71}, 'Multi-Buts': {'Le total de buts est de 0, 1 ou 2': 1.88, 'Le total de buts est de 1, 2 ou 3': 1.38, 'Le total de buts est de 2, 3 ou 4': 1.37, 'Le total de buts est supérieur à 4': 9.09}, '2ème mi-tps - CS': {'0-0': 3.73, '0-1': 6.7, '0-2': 13.73, '0-3': 42.18, '1-0': 6.08, '1-1': 4.85, '1-2': 14.91, '2-0': 11.08, '2-1': 13.27, '3-0': 30.3}}",a5884599467ddff60e4344cdf8b3cb3afc6ad9eede9ce0f08c8ba3494b67d74e,1
